ZCTA,PERCENT_TOTAL,POPULATION,A00_B99_R1000,Benign_R1000,D50_D64_R1000,E00_E99_R1000,G00_G99_R1000,J00_J99_R1000,K00_K99_R1000,N00_N99_R1000,O00_O07_R1000,O10_O99_R1000,P00_P99_R1000,Q00_Q99_R1000,Abnormal_R1000,Residual_R1000,V01_Y89_R1000,SIDS_R1000
ZCTA32830,0.000000243,5,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00
ZCTA34141,0.000003255,67,0.00,0.00,0.00,14.93,0.00,0.00,29.85,0.00,0.00,0.00,0.00,0.00,29.85,14.93,179.10,0.00
ZCTA32356,0.000004420,91,0.00,0.00,0.00,10.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZCTA34679,0.000005003,103,0.00,0.00,0.00,0.00,0.00,29.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.71,19.42,0.00
ZCTA33122,0.000005295,109,9.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.17,18.35,0.00
ZCTA32639,0.000005975,123,0.00,0.00,0.00,8.13,8.13,8.13,8.13,8.13,0.00,0.00,0.00,0.00,0.00,0.00,8.13,8.13
ZCTA34268,0.000006218,128,7.81,0.00,0.00,0.00,0.00,7.81,0.00,23.44,0.00,0.00,0.00,0.00,0.00,39.06,15.63,0.00
ZCTA34661,0.000006703,138,0.00,0.00,0.00,0.00,0.00,21.74,7.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZCTA32683,0.000006801,140,0.00,0.00,0.00,0.00,0.00,14.29,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,21.43,0.00
ZCTA33744,0.000007043,145,6.90,0.00,0.00,6.90,0.00,13.79,6.90,6.90,0.00,0.00,0.00,0.00,6.90,20.69,6.90,0.00
ZCTA32447,0.000007821,161,6.21,0.00,0.00,0.00,6.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.42,0.00,0.00
ZCTA32463,0.000008306,171,0.00,5.85,0.00,0.00,5.85,5.85,5.85,0.00,0.00,0.00,0.00,5.85,0.00,5.85,5.85,0.00
ZCTA33847,0.000008306,171,5.85,0.00,0.00,0.00,5.85,23.39,5.85,0.00,0.00,0.00,0.00,0.00,0.00,17.54,5.85,0.00
ZCTA33924,0.000009715,200,0.00,0.00,0.00,0.00,5.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00
ZCTA32157,0.000009812,202,0.00,0.00,0.00,0.00,0.00,24.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.80,4.95,0.00
ZCTA32970,0.000009909,204,0.00,0.00,0.00,0.00,0.00,9.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.80,0.00,0.00
ZCTA33503,0.000009909,204,0.00,0.00,0.00,0.00,0.00,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.90,0.00
ZCTA32355,0.000010881,224,8.93,4.46,0.00,4.46,8.93,13.39,8.93,0.00,0.00,0.00,0.00,0.00,0.00,4.46,0.00,0.00
ZCTA33854,0.000011464,236,8.47,0.00,0.00,4.24,8.47,29.66,0.00,0.00,0.00,0.00,0.00,0.00,8.47,16.95,0.00,0.00
ZCTA32361,0.000012435,256,0.00,0.00,0.00,0.00,0.00,7.81,7.81,0.00,0.00,0.00,0.00,0.00,0.00,3.91,3.91,0.00
ZCTA32631,0.000012824,264,3.79,3.79,0.00,0.00,3.79,11.36,0.00,0.00,0.00,0.00,0.00,0.00,3.79,18.94,7.58,0.00
ZCTA33438,0.000012872,265,0.00,0.00,0.00,3.77,7.55,15.09,3.77,0.00,0.00,0.00,0.00,0.00,0.00,3.77,22.64,0.00
ZCTA33944,0.000013018,268,3.73,3.73,0.00,3.73,0.00,7.46,7.46,0.00,0.00,0.00,0.00,0.00,3.73,7.46,3.73,0.00
ZCTA34138,0.000013018,268,0.00,3.73,0.00,3.73,0.00,3.73,3.73,0.00,0.00,0.00,0.00,0.00,11.19,7.46,26.12,0.00
ZCTA32692,0.000013310,274,0.00,0.00,0.00,0.00,0.00,10.95,3.65,0.00,0.00,0.00,0.00,0.00,0.00,10.95,7.30,0.00
ZCTA32072,0.000014524,299,0.00,0.00,0.00,0.00,0.00,3.34,0.00,3.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZCTA33001,0.000015690,323,0.00,0.00,0.00,0.00,9.29,6.19,0.00,0.00,0.00,0.00,0.00,0.00,3.10,9.29,6.19,0.00
ZCTA33856,0.000016030,330,0.00,0.00,0.00,3.03,3.03,24.24,3.03,3.03,0.00,0.00,0.00,0.00,3.03,24.24,3.03,0.00
ZCTA32697,0.000016224,334,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.98,5.99,0.00
ZCTA34739,0.000016224,334,8.98,0.00,0.00,8.98,2.99,20.96,2.99,0.00,0.00,0.00,0.00,0.00,0.00,5.99,2.99,0.00
ZCTA33039,0.000017293,356,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZCTA32228,0.000017876,368,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.72,0.00,2.72,0.00
ZCTA32658,0.000018264,376,0.00,0.00,0.00,2.66,5.32,2.66,0.00,5.32,0.00,0.00,0.00,0.00,2.66,10.64,2.66,0.00
ZCTA33867,0.000019090,393,0.00,0.00,0.00,0.00,0.00,5.09,0.00,2.54,0.00,0.00,0.00,0.00,0.00,7.63,2.54,0.00
ZCTA32323,0.000020499,422,0.00,0.00,0.00,4.74,0.00,9.48,0.00,0.00,0.00,0.00,0.00,0.00,2.37,2.37,2.37,0.00
ZCTA33521,0.000020887,430,16.28,0.00,4.65,4.65,9.30,18.60,25.58,2.33,0.00,0.00,0.00,0.00,6.98,20.93,9.30,0.00
ZCTA34140,0.000021227,437,0.00,0.00,0.00,0.00,2.29,2.29,0.00,2.29,0.00,0.00,0.00,0.00,0.00,6.86,4.58,0.00
ZCTA34137,0.000022053,454,2.20,2.20,0.00,2.20,0.00,6.61,2.20,0.00,0.00,0.00,2.20,0.00,2.20,4.41,2.20,0.00
ZCTA32061,0.000022199,457,0.00,0.00,0.00,0.00,0.00,2.19,0.00,2.19,0.00,0.00,0.00,0.00,0.00,2.19,10.94,0.00
ZCTA32079,0.000022393,461,6.51,8.68,0.00,8.68,56.40,23.86,0.00,2.17,0.00,0.00,0.00,0.00,8.68,39.05,10.85,0.00
ZCTA33109,0.000023073,475,2.11,0.00,0.00,0.00,0.00,8.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,0.00,0.00
ZCTA34762,0.000023510,484,0.00,0.00,0.00,2.07,4.13,14.46,6.20,2.07,0.00,0.00,0.00,2.07,0.00,16.53,16.53,0.00
ZCTA34139,0.000023607,486,0.00,0.00,0.00,0.00,0.00,2.06,2.06,0.00,0.00,0.00,0.00,0.00,2.06,4.12,8.23,0.00
ZCTA32664,0.000026133,538,0.00,3.72,0.00,3.72,1.86,7.43,3.72,1.86,0.00,0.00,0.00,0.00,1.86,9.29,11.15,0.00
ZCTA32147,0.000027008,556,10.79,0.00,0.00,7.19,1.80,26.98,1.80,3.60,0.00,0.00,0.00,0.00,1.80,17.99,16.19,0.00
ZCTA34215,0.000027202,560,5.36,0.00,0.00,1.79,5.36,8.93,1.79,0.00,0.00,0.00,0.00,0.00,0.00,5.36,7.14,0.00
ZCTA33051,0.000027639,569,1.76,1.76,0.00,0.00,5.27,7.03,0.00,1.76,0.00,0.00,0.00,0.00,1.76,14.06,8.79,0.00
ZCTA32648,0.000027688,570,0.00,0.00,0.00,1.75,0.00,1.75,1.75,0.00,0.00,0.00,0.00,0.00,0.00,12.28,5.26,0.00
ZCTA34498,0.000027979,576,1.74,0.00,0.00,1.74,1.74,1.74,1.74,1.74,0.00,0.00,0.00,0.00,6.94,6.94,5.21,0.00
ZCTA33877,0.000028611,589,3.40,0.00,0.00,3.40,0.00,8.49,1.70,0.00,0.00,0.00,0.00,0.00,3.40,8.49,5.09,0.00
ZCTA32449,0.000030942,637,1.57,3.14,0.00,1.57,4.71,9.42,0.00,1.57,0.00,0.00,1.57,0.00,0.00,7.85,0.00,0.00
ZCTA32509,0.000034099,702,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00
ZCTA32193,0.000034877,718,0.00,2.79,1.39,5.57,11.14,16.71,1.39,4.18,0.00,0.00,0.00,1.39,1.39,27.86,16.71,0.00
ZCTA33960,0.000034925,719,0.00,0.00,0.00,2.78,6.95,11.13,4.17,0.00,0.00,0.00,0.00,0.00,0.00,5.56,8.34,0.00
ZCTA34681,0.000037645,775,0.00,0.00,1.29,2.58,1.29,3.87,0.00,0.00,0.00,0.00,0.00,0.00,6.45,7.74,9.03,0.00
ZCTA32330,0.000040220,828,1.21,1.21,1.21,1.21,2.42,6.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.42,1.21,0.00
ZCTA32139,0.000041483,854,1.17,0.00,0.00,3.51,2.34,17.56,1.17,2.34,0.00,0.00,0.00,0.00,0.00,15.22,18.74,0.00
ZCTA33921,0.000041823,861,1.16,0.00,0.00,1.16,2.32,4.65,1.16,1.16,0.00,0.00,0.00,0.00,3.48,15.10,4.65,0.00
ZCTA34216,0.000042454,874,2.29,0.00,0.00,2.29,2.29,6.86,2.29,0.00,0.00,0.00,0.00,0.00,3.43,18.31,5.72,0.00
ZCTA34760,0.000042454,874,0.00,0.00,0.00,1.14,2.29,2.29,0.00,1.14,0.00,0.00,0.00,0.00,0.00,9.15,4.58,0.00
ZCTA33930,0.000043863,903,0.00,2.21,0.00,1.11,1.11,2.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,4.43,0.00
ZCTA32426,0.000044397,914,3.28,1.09,0.00,1.09,3.28,6.56,2.19,2.19,0.00,0.00,0.00,1.09,4.38,7.66,2.19,0.00
ZCTA32437,0.000044737,921,1.09,1.09,0.00,0.00,0.00,3.26,1.09,0.00,0.00,0.00,0.00,0.00,2.17,5.43,8.69,0.00
ZCTA32427,0.000044980,926,1.08,2.16,0.00,6.48,3.24,16.20,1.08,1.08,0.00,0.00,0.00,1.08,1.08,9.72,7.56,0.00
ZCTA32410,0.000047943,987,2.03,3.04,0.00,1.01,0.00,4.05,0.00,0.00,0.00,0.00,0.00,0.00,1.01,3.04,3.04,0.00
ZCTA32622,0.000048769,1004,1.99,0.00,0.00,1.00,2.99,3.98,2.99,1.00,0.00,0.00,0.00,0.00,4.98,9.96,7.97,0.00
ZCTA32423,0.000049789,1025,1.95,0.98,0.98,3.90,6.83,6.83,0.00,1.95,0.00,0.00,0.00,0.00,2.93,4.88,8.78,0.00
ZCTA32511,0.000050226,1034,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.93,0.00
ZCTA33848,0.000051441,1059,2.83,0.00,0.00,4.72,2.83,6.61,0.94,0.94,0.00,0.00,0.00,0.00,0.94,1.89,4.72,0.00
ZCTA32430,0.000051684,1064,0.00,2.82,0.94,1.88,4.70,9.40,0.94,2.82,0.00,0.00,0.00,0.00,0.94,4.70,8.46,0.00
ZCTA33865,0.000052364,1078,0.93,0.00,0.00,0.93,2.78,9.28,0.00,0.93,0.00,0.00,0.00,0.00,0.00,6.49,2.78,0.00
ZCTA34797,0.000052655,1084,1.85,0.00,0.00,0.00,2.77,4.61,1.85,1.85,0.00,0.00,0.92,0.00,2.77,12.92,6.46,0.00
ZCTA32190,0.000052898,1089,0.92,0.92,0.00,1.84,1.84,10.10,0.92,4.59,0.00,0.00,0.00,0.00,0.00,4.59,9.18,0.00
ZCTA33851,0.000053675,1105,0.00,0.00,0.00,3.62,4.52,5.43,0.90,0.00,0.00,0.00,0.00,0.00,0.90,4.52,0.90,0.00
ZCTA32616,0.000055472,1142,0.00,0.88,0.00,0.00,0.00,1.75,0.00,0.88,0.00,0.00,0.00,0.00,1.75,1.75,1.75,0.00
ZCTA32359,0.000056444,1162,0.00,0.00,0.86,5.16,2.58,12.91,5.16,0.86,0.00,0.00,0.00,0.00,2.58,9.47,15.49,0.00
ZCTA32350,0.000057512,1184,1.69,0.00,0.00,0.84,1.69,5.07,0.00,3.38,0.00,0.00,0.00,0.00,1.69,6.76,7.60,0.00
ZCTA33849,0.000057852,1191,0.00,0.00,0.00,0.84,0.00,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,4.20,0.00
ZCTA32332,0.000063876,1315,1.52,0.00,0.76,1.52,1.52,4.56,0.00,2.28,0.00,0.00,0.76,0.00,0.76,12.93,5.32,0.00
ZCTA32336,0.000066693,1373,2.18,0.00,0.00,2.91,1.46,5.10,0.00,0.00,0.00,0.00,0.00,0.00,0.73,4.37,4.37,0.00
ZCTA32140,0.000067665,1393,2.15,0.00,0.00,2.15,2.87,12.92,1.44,0.72,0.00,0.00,0.00,1.44,0.72,9.33,8.61,0.00
ZCTA33585,0.000067713,1394,2.15,1.43,0.00,2.15,2.15,5.02,2.87,0.72,0.00,0.00,0.00,0.00,0.72,5.02,5.02,0.72
ZCTA32925,0.000073154,1506,0.00,0.00,0.66,0.66,0.00,1.99,0.00,1.33,0.00,0.00,1.99,1.99,0.66,0.66,3.32,0.00
ZCTA32625,0.000078982,1626,1.23,0.00,0.00,1.85,2.46,9.23,1.23,1.23,0.00,0.00,0.62,0.62,2.46,9.23,4.92,0.00
ZCTA33786,0.000079274,1632,1.84,0.00,0.00,0.61,4.90,3.06,0.61,0.00,0.00,0.00,0.00,0.00,11.64,7.35,6.13,0.00
ZCTA33965,0.000080585,1659,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ZCTA32346,0.000085929,1769,3.39,0.00,0.00,1.13,2.26,5.65,1.70,0.00,0.00,0.00,0.00,0.57,0.57,7.91,9.04,0.00
ZCTA32044,0.000088600,1824,1.64,1.10,0.00,0.55,2.74,6.58,1.10,1.10,0.00,0.00,0.00,0.00,1.10,8.77,3.84,0.00
ZCTA32358,0.000091758,1889,1.59,0.00,0.00,2.12,3.18,7.41,1.06,1.06,0.00,0.00,0.00,0.00,2.12,9.53,4.76,0.00
ZCTA32420,0.000096324,1983,1.51,1.51,0.00,1.51,2.52,12.10,1.01,1.01,0.00,0.00,0.00,0.00,1.01,8.57,7.56,0.00
ZCTA32709,0.000096469,1986,3.02,0.50,0.00,1.51,3.52,6.04,2.01,1.51,0.00,0.00,0.00,1.51,0.00,5.54,16.11,0.00
ZCTA32544,0.000097295,2003,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.50,0.00
ZCTA33857,0.000100598,2071,2.90,0.00,0.00,2.41,1.45,7.73,0.48,0.00,0.00,0.00,0.00,0.48,1.45,2.41,3.86,0.00
ZCTA32062,0.000101278,2085,1.44,0.48,0.48,2.40,2.40,6.71,0.48,0.96,0.00,0.00,0.00,0.00,0.48,8.63,8.15,0.00
ZCTA32334,0.000101424,2088,0.00,0.96,0.00,0.48,2.87,6.23,0.00,0.48,0.00,0.00,0.00,0.00,0.48,3.35,3.35,0.00
ZCTA32096,0.000105844,2179,3.67,0.00,0.00,3.67,1.38,5.05,0.00,1.84,0.00,0.00,0.92,0.00,1.38,6.88,5.05,0.00
ZCTA32187,0.000106184,2186,1.37,0.46,0.00,2.74,1.37,6.40,0.00,0.46,0.00,0.00,0.00,0.00,0.00,4.12,4.57,0.00
ZCTA32102,0.000106621,2195,1.37,0.00,0.46,6.83,2.28,14.58,3.64,1.37,0.00,0.00,0.00,0.00,1.37,8.66,6.38,0.00
ZCTA32094,0.000109487,2254,2.22,0.89,0.00,2.66,0.89,15.97,1.77,0.44,0.00,0.00,0.00,0.89,0.44,7.10,7.99,0.00
ZCTA32181,0.000110167,2268,1.32,1.76,0.00,5.29,1.76,8.82,0.44,1.32,0.00,0.00,0.44,0.44,0.88,5.29,6.61,0.00
ZCTA33946,0.000112936,2325,1.29,0.00,0.00,1.29,3.44,5.59,1.29,0.00,0.00,0.00,0.00,0.00,2.15,6.02,1.72,0.00
ZCTA33514,0.000114150,2350,0.43,0.00,0.00,1.70,0.85,3.83,0.85,0.00,0.00,0.00,0.43,0.00,0.43,3.83,5.11,0.00
ZCTA32694,0.000119202,2454,2.04,0.41,0.00,2.85,1.22,4.89,0.81,0.00,0.00,0.00,0.00,0.41,2.04,4.48,5.30,0.00
ZCTA32059,0.000119737,2465,1.22,0.41,0.00,1.22,1.62,5.68,1.22,2.84,0.00,0.00,0.00,0.00,2.03,8.92,4.06,0.00
ZCTA32212,0.000121388,2499,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.60,0.00
ZCTA32445,0.000122651,2525,1.19,0.40,0.00,1.19,2.38,2.77,1.19,1.98,0.00,0.00,0.00,0.00,0.79,4.36,2.77,0.00
ZCTA33621,0.000123040,2533,0.39,0.39,0.00,0.79,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.00,0.00
ZCTA34737,0.000123914,2551,0.78,1.18,0.00,0.78,3.53,3.53,1.18,0.00,0.00,0.00,0.00,0.00,0.00,7.06,5.10,0.00
ZCTA32798,0.000126051,2595,2.31,2.31,0.39,6.55,4.24,17.34,2.31,1.54,0.00,0.00,0.00,0.00,1.16,11.95,8.48,0.00
ZCTA32949,0.000127703,2629,1.14,0.76,0.38,1.14,1.14,4.18,1.90,1.14,0.00,0.00,0.00,0.00,1.14,9.51,4.94,0.00
ZCTA34705,0.000128674,2649,0.38,0.00,0.38,1.13,2.64,7.17,0.38,0.00,0.00,0.00,0.00,0.00,0.00,5.29,7.93,0.00
ZCTA32568,0.000132852,2735,1.10,0.37,0.00,2.19,1.83,8.04,0.73,2.19,0.00,0.00,0.00,0.37,2.56,5.85,4.75,0.73
ZCTA32759,0.000135378,2787,2.87,0.72,0.36,3.95,4.31,10.41,3.95,0.36,0.00,0.00,0.00,0.00,1.08,8.25,7.89,0.00
ZCTA32702,0.000135669,2793,1.79,0.72,0.36,3.94,3.22,12.17,1.79,1.43,0.00,0.00,0.00,0.00,0.36,18.26,8.23,0.00
ZCTA33827,0.000142324,2930,1.02,0.34,0.00,2.05,2.39,5.46,0.68,0.68,0.00,0.00,0.00,0.00,0.68,3.07,4.10,0.00
ZCTA32564,0.000142372,2931,0.34,0.34,0.00,2.39,1.71,7.85,1.36,1.71,0.00,0.00,0.34,0.00,1.36,6.48,4.09,0.00
ZCTA34449,0.000144073,2966,2.36,0.67,0.00,1.69,1.69,12.81,2.36,0.67,0.00,0.00,0.34,0.00,1.35,6.74,8.09,0.00
ZCTA32195,0.000145044,2986,2.01,0.33,0.00,4.35,2.68,5.02,0.67,1.00,0.00,0.00,0.00,0.33,1.00,8.37,8.71,0.00
ZCTA32328,0.000147278,3032,2.97,0.33,0.00,2.31,0.99,5.61,1.32,0.00,0.00,0.00,0.00,0.00,1.32,4.95,3.63,0.99
ZCTA32542,0.000149659,3081,0.00,0.32,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.00,1.95,0.00
ZCTA32227,0.000149950,3087,0.32,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.65,1.30,0.00
ZCTA32567,0.000150776,3104,0.64,0.00,0.00,2.58,3.22,9.02,0.32,3.87,0.00,0.00,0.32,0.00,1.61,6.44,7.09,0.32
ZCTA32442,0.000152136,3132,1.28,0.96,0.00,1.60,5.75,8.30,1.60,1.60,0.00,0.00,0.32,0.00,2.23,8.30,6.39,0.00
ZCTA32053,0.000152476,3139,1.59,0.96,0.00,1.27,0.96,6.37,0.64,2.23,0.00,0.00,1.27,0.64,2.23,6.05,3.82,0.00
ZCTA32502,0.000154710,3185,2.20,0.94,0.00,2.83,5.97,5.97,2.20,1.26,0.00,0.00,0.63,0.00,0.94,10.36,4.40,0.00
ZCTA32764,0.000154856,3188,2.82,0.63,0.31,2.51,1.25,7.21,1.57,1.25,0.00,0.00,0.63,0.31,0.63,5.65,5.65,0.00
ZCTA33839,0.000158693,3267,0.61,0.00,0.00,1.84,0.92,3.37,0.61,0.92,0.00,0.31,0.61,0.31,0.61,5.51,2.45,0.00
ZCTA32767,0.000158985,3273,2.14,0.00,0.31,2.14,0.92,7.03,0.92,1.83,0.00,0.00,0.00,0.00,0.61,4.89,4.58,0.00
ZCTA33036,0.000159034,3274,0.31,0.00,0.00,1.22,3.36,3.97,1.53,0.92,0.00,0.00,0.00,0.00,1.22,6.41,5.50,0.00
ZCTA32831,0.000159325,3280,0.91,0.00,0.00,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00
ZCTA32343,0.000160345,3301,0.61,0.30,0.00,2.12,0.91,3.64,0.91,0.91,0.00,0.00,0.30,0.00,1.21,3.33,1.51,0.00
ZCTA32443,0.000161365,3322,0.00,0.00,0.00,1.81,3.91,3.91,1.20,2.11,0.00,0.00,0.60,0.00,1.20,5.72,6.02,0.30
ZCTA32403,0.000163891,3374,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00
ZCTA33306,0.000164085,3378,1.48,0.89,0.30,0.89,2.37,5.33,2.37,0.89,0.00,0.00,0.00,0.00,0.59,3.85,6.22,0.00
ZCTA33956,0.000166951,3437,2.91,0.87,0.00,2.33,1.75,11.06,2.91,0.29,0.00,0.00,0.00,0.29,1.16,8.44,5.24,0.00
ZCTA32438,0.000168700,3473,2.59,3.46,0.29,3.17,1.15,14.11,1.15,0.86,0.00,0.00,0.29,0.58,1.15,5.18,6.62,0.00
ZCTA32083,0.000173072,3563,1.12,0.00,0.00,1.68,0.28,1.96,0.56,0.84,0.00,0.00,0.00,0.00,0.56,1.40,2.81,0.00
ZCTA34484,0.000175063,3604,1.39,0.83,0.00,4.72,3.88,11.10,1.39,1.94,0.00,0.00,0.28,0.00,1.11,17.20,8.05,0.28
ZCTA32462,0.000176860,3641,1.37,1.65,0.00,3.30,2.20,8.79,0.82,1.10,0.00,0.00,0.27,0.00,0.27,5.77,6.59,0.00
ZCTA34756,0.000179921,3704,0.81,0.00,0.00,0.54,1.89,4.86,1.08,0.54,0.00,0.00,0.27,0.54,0.00,4.32,3.51,0.00
ZCTA33922,0.000181232,3731,1.34,0.00,0.00,1.88,2.68,5.63,1.61,0.27,0.00,0.00,0.00,0.27,1.34,6.16,5.63,0.27
ZCTA34289,0.000181378,3734,1.07,0.27,0.00,0.80,1.87,2.68,0.54,0.54,0.00,0.00,0.27,0.00,0.27,1.07,1.34,0.00
ZCTA32744,0.000182835,3764,2.39,0.27,0.00,1.59,2.92,5.84,0.53,1.33,0.00,0.00,0.00,0.27,1.06,5.05,4.25,0.27
ZCTA34773,0.000183175,3771,1.06,0.53,0.00,0.53,0.80,4.24,0.00,0.53,0.00,0.00,0.00,0.27,0.80,2.92,3.45,0.00
ZCTA32009,0.000185604,3821,1.05,0.00,0.00,1.57,2.88,3.14,0.79,1.57,0.00,0.00,0.00,0.00,0.00,4.97,5.50,0.00
ZCTA32320,0.000186138,3832,2.61,1.83,0.52,1.04,1.83,6.78,1.30,0.78,0.00,0.00,0.00,0.00,0.78,8.35,5.48,0.00
ZCTA32071,0.000187304,3856,0.78,1.04,0.26,2.59,2.07,6.22,1.30,0.52,0.00,0.00,0.00,0.52,1.56,4.93,6.22,0.26
ZCTA34201,0.000190898,3930,1.02,0.51,0.00,1.02,2.80,4.58,0.25,1.02,0.00,0.00,0.00,0.00,1.27,7.63,3.31,0.00
ZCTA32180,0.000191093,3934,1.27,0.00,0.25,1.02,1.27,4.83,1.27,0.25,0.00,0.00,0.00,0.00,0.51,3.30,4.32,0.00
ZCTA32617,0.000191239,3937,0.76,0.76,0.00,1.02,2.54,5.33,1.02,0.25,0.00,0.25,0.00,0.25,1.27,3.30,9.91,0.00
ZCTA32431,0.000193084,3975,1.01,1.26,0.00,2.26,5.03,8.81,1.76,2.77,0.00,0.00,0.25,0.00,2.26,7.04,7.55,0.00
ZCTA34269,0.000195513,4025,0.99,0.50,0.00,1.99,1.99,6.46,1.24,1.74,0.00,0.00,0.00,0.00,1.24,7.45,1.99,0.25
ZCTA32667,0.000198670,4090,1.47,0.00,0.24,1.71,1.47,4.16,0.73,0.24,0.00,0.00,0.00,0.00,0.73,9.54,5.87,0.00
ZCTA32322,0.000201682,4152,0.96,1.20,0.00,2.17,2.17,5.54,1.45,0.72,0.00,0.00,0.00,0.24,0.96,9.87,3.13,0.24
ZCTA33838,0.000202945,4178,1.20,0.00,0.00,1.44,1.44,6.22,1.44,1.44,0.00,0.00,0.24,0.72,0.00,4.07,2.63,0.24
ZCTA32950,0.000205082,4222,1.18,0.24,0.24,1.66,2.84,5.45,1.89,1.18,0.00,0.00,0.00,0.00,0.47,4.74,4.26,0.00
ZCTA34734,0.000205228,4225,0.71,0.24,0.24,0.71,0.95,3.08,1.42,0.24,0.00,0.00,0.00,0.00,0.47,2.84,2.84,0.00
ZCTA32331,0.000207365,4269,0.47,0.00,0.00,2.11,1.41,8.43,0.47,1.41,0.00,0.00,0.94,0.00,0.94,7.26,3.98,0.00
ZCTA32464,0.000209405,4311,1.39,0.46,0.00,2.78,2.78,6.50,1.16,0.93,0.00,0.00,0.00,0.23,3.25,5.10,3.25,0.23
ZCTA32577,0.000209891,4321,0.69,0.69,0.00,1.62,5.32,5.55,0.93,0.93,0.00,0.00,0.00,0.23,0.23,9.95,4.17,0.23
ZCTA32580,0.000211980,4364,1.15,0.92,0.23,2.06,4.12,5.27,0.92,1.15,0.00,0.00,0.23,0.23,0.46,5.73,4.12,0.00
ZCTA32455,0.000219266,4514,0.44,0.89,0.00,1.77,3.32,8.20,1.33,2.44,0.00,0.00,0.00,0.00,1.33,7.09,5.32,0.22
ZCTA33538,0.000219703,4523,1.33,0.22,0.22,2.21,1.99,10.83,3.32,0.66,0.00,0.00,0.22,0.00,1.11,7.30,9.29,0.00
ZCTA32008,0.000220432,4538,2.42,0.00,0.22,2.42,1.98,10.36,1.54,0.66,0.00,0.00,0.22,0.44,0.88,5.29,7.49,0.00
ZCTA32131,0.000221501,4560,1.75,0.44,0.22,2.85,3.29,9.43,1.75,0.66,0.00,0.00,0.22,0.00,0.44,6.80,7.02,0.00
ZCTA32058,0.000222715,4585,0.44,0.22,0.00,1.31,0.87,6.32,0.44,0.44,0.00,0.00,0.22,0.44,0.44,6.32,4.36,0.00
ZCTA33576,0.000226067,4654,0.86,0.64,0.21,3.22,3.22,5.80,1.07,0.86,0.00,0.00,0.00,0.00,1.50,6.02,3.22,0.00
ZCTA32033,0.000226358,4660,2.79,0.43,0.00,1.29,1.93,8.37,1.29,1.07,0.00,0.00,0.43,0.21,0.21,8.80,2.36,0.21
ZCTA32735,0.000226989,4673,0.64,0.21,0.00,1.93,2.78,6.85,0.43,0.43,0.00,0.00,0.21,0.21,1.07,8.35,4.07,0.21
ZCTA33876,0.000227767,4689,1.28,0.21,0.21,1.92,2.13,10.45,1.49,0.64,0.00,0.00,0.21,0.21,0.00,7.68,7.04,0.00
ZCTA32668,0.000228301,4700,1.06,0.43,0.21,2.13,2.98,5.11,2.13,1.06,0.00,0.00,0.00,0.00,2.13,6.81,6.38,0.00
